air_intake_temp_unit,air_intake_temp_value,altitude_unit,altitude_value,ambient_air_temp_unit,ambient_air_temp_value,barometric_pressure_unit,barometric_pressure_value,dtc_number,engine_coolant_temp_unit,engine_coolant_temp_value,engine_load_value,engine_rpm_unit,engine_rpm_value,engine_runtime,epoch,equiv_ratio_value,fuel_level_value,intake_manifold_pressure_unit,intake_manifold_pressure_value,latitude,longitude,maf_unit,maf_value,short term fuel trim bank 1,speed_unit,speed_value,throttle_pos_value,timing_advance_value,vehicle_id
C,33,m,36,C,28,kPa,100,MIL is OFF0 codes,C,84,0.588,RPM,1623,00:11:22,1513362398,0.01,0.722,kPa,47,-3.518754,-58.645732,g/s,14,-0.031,km/h,61,0.31,0.686,s11
C,33,m,35,C,28,kPa,100,4101000761001:00410100076100,C,83,0.435,RPM,1694,00:11:30,1513362406,0.01,0.718,kPa,20,-3.518646,-58.65164,g/s,10,-0.008,km/h,61,0.29,0.718,s11
C,33,m,35,C,28,kPa,100,4101000761001:00410100076100,C,83,0.184,RPM,1638,00:11:34,1513362410,0.01,0.718,kPa,21,-3.518591,-58.654449,g/s,4,0,km/h,52,0.216,0.631,s11
C,33,m,34,C,28,kPa,100,4101000761001:00410100076100,C,83,0.192,RPM,1324,00:11:38,1513362414,0.01,0.714,kPa,20,-3.518554,-58.65649,g/s,3,0.016,km/h,41,0.204,0.6,s11
C,34,m,34,C,28,kPa,100,4101000761001:00410100076100,C,83,0.22,RPM,1100,00:11:42,1513362418,0.01,0.706,kPa,65,-3.518518,-58.658404,g/s,3,0.062,km/h,40,0.188,0.569,s11
C,33,m,33,C,28,kPa,100,MIL is OFF0 codes,C,82,1,RPM,1132,00:11:46,1513362422,0.01,0.706,kPa,20,-3.51848,-58.660549,g/s,16,0.031,km/h,43,0.337,0.549,s11
C,32,m,34,C,28,kPa,100,MIL is OFF0 codes,C,83,1,RPM,1682,00:11:54,1513362430,0.01,0.71,kPa,82,-3.518393,-58.665416,g/s,27,-0.031,km/h,52,0.376,0.584,s11
C,32,m,37,C,28,kPa,100,MIL is OFF0 codes,C,83,0.969,RPM,1732,00:11:58,1513362434,0.01,0.714,kPa,49,-3.518352,-58.668403,g/s,23,0.016,km/h,51,0.349,0.616,s11
C,33,m,36,C,28,kPa,100,MIL is OFF0 codes,C,83,0.635,RPM,2746,00:11:01,1513362378,0.01,0.718,kPa,46,-3.518985,-58.6283,g/s,22,-0.07,km/h,59,0.337,0.702,s11
C,34,m,46,C,28,kPa,100,MIL is OFF0 codes,C,84,0.18,RPM,2556,00:07:57,1513362194,0.01,0.722,kPa,24,-3.520111,-5.854067,g/s,6,0,km/h,48,0.255,0.643,s11
C,33,m,40,C,28,kPa,100,MIL is OFF0 codes,C,83,0.173,RPM,1353,00:12:02,1513362439,0.01,0.71,kPa,56,-3.518325,-58.670824,g/s,3,0.094,km/h,35,0.204,0.616,s11
C,33,m,40,C,28,kPa,100,MIL is OFF0 codes,C,83,1,RPM,1193,00:12:06,1513362443,0.01,0.702,kPa,51,-3.518299,-58.673592,g/s,20,0.07,km/h,35,0.529,0.533,s11
C,32,m,44,C,28,kPa,100,MIL is OFF0 codes,C,83,1,RPM,1850,00:12:10,1513362447,0.01,0.702,kPa,73,-3.518277,-58.676403,g/s,28,-0.016,km/h,44,0.373,0.6,s11
C,32,m,45,C,28,kPa,100,MIL is OFF0 codes,C,83,0.91,RPM,2228,00:12:14,1513362451,0.01,0.71,kPa,81,-3.518252,-58.680368,g/s,30,-0.008,km/h,51,0.369,0.667,s11
C,32,m,45,C,28,kPa,100,MIL is OFF0 codes,C,83,0.949,RPM,2642,00:12:18,1513362455,0.01,0.714,kPa,20,-3.518229,-58.685456,g/s,36,0,km/h,54,0.38,0.667,s11
C,33,m,44,C,28,kPa,100,MIL is OFF0 codes,C,83,0.22,RPM,881,00:12:22,1513362459,0.01,0.71,kPa,31,-3.518205,-58.690212,g/s,4,-0.023,km/h,50,0.212,0.627,s11
C,33,m,44,C,28,kPa,100,MIL is OFF0 codes,C,83,0.38,RPM,797,00:12:26,1513362463,0.01,0.71,kPa,70,-3.518181,-58.694587,g/s,4,-0.125,km/h,51,0.2,0.557,s11
C,33,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.204,RPM,1420,00:12:30,1513362467,0.01,0.706,kPa,30,-3.518161,-58.698388,g/s,3,0.016,km/h,20,0.208,0.667,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,84,0.396,RPM,784,00:12:34,1513362471,0.01,0.702,kPa,32,-3.518161,-58.698388,g/s,4,-0.047,km/h,0,0.204,0.576,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,84,0.341,RPM,823,00:12:38,1513362475,0.01,0.694,kPa,30,-3.518161,-58.698388,g/s,3,0.023,km/h,0,0.196,0.549,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,84,0.369,RPM,816,00:12:42,1513362479,0.01,0.69,kPa,33,-3.518161,-58.698388,g/s,3,-0.008,km/h,0,0.2,0.584,s11
C,33,m,45,C,28,kPa,100,MIL is OFF0 codes,C,83,0.341,RPM,1870,00:13:58,1513362555,0.01,0.71,kPa,27,-3.5179,-58.745084,g/s,9,0.016,km/h,58,0.278,0.741,s11
C,33,m,40,C,28,kPa,100,MIL is OFF0 codes,C,83,0.365,RPM,1892,00:14:06,1513362563,0.01,0.702,kPa,33,-3.517833,-5.875459,g/s,10,0.016,km/h,58,0.29,0.729,s11
C,33,m,37,C,28,kPa,100,MIL is OFF0 codes,C,82,0.192,RPM,1934,00:14:14,1513362571,0.01,0.698,kPa,20,-3.517766,-58.764076,g/s,5,0,km/h,57,0.235,0.631,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,84,0.38,RPM,786,00:12:46,1513362483,0.01,0.69,kPa,31,-3.518161,-58.698388,g/s,4,-0.023,km/h,0,0.2,0.584,s11
C,33,m,36,C,28,kPa,100,MIL is OFF0 codes,C,84,0.435,RPM,2021,00:09:29,1513362286,0.01,0.714,kPa,37,-3.519549,-58.584379,g/s,13,0.062,km/h,61,0.306,0.714,s11
C,33,m,36,C,28,kPa,100,MIL is OFF0 codes,C,83,0.349,RPM,2016,00:09:37,1513362294,0.01,0.718,kPa,28,-3.519454,-58.591916,g/s,10,0.07,km/h,59,0.29,0.729,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.357,RPM,797,00:12:54,1513362491,0.01,0.69,kPa,32,-3.518161,-58.698388,g/s,4,-0.016,km/h,0,0.2,0.58,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.361,RPM,795,00:12:58,1513362495,0.01,0.69,kPa,32,-3.518161,-58.698388,g/s,3,0.039,km/h,0,0.2,0.58,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.353,RPM,791,00:13:06,1513362503,0.01,0.69,kPa,30,-3.518161,-58.698388,g/s,3,-0.023,km/h,0,0.2,0.569,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.353,RPM,780,00:13:10,1513362507,0.01,0.69,kPa,33,-3.518161,-58.698388,g/s,3,0.031,km/h,0,0.2,0.588,s11
C,34,m,43,C,28,kPa,100,MIL is OFF0 codes,C,83,0.349,RPM,809,00:13:14,1513362511,0.01,0.694,kPa,57,-3.518161,-58.698388,g/s,3,0.023,km/h,6,0.2,0.557,s11
C,33,m,41,C,28,kPa,100,MIL is OFF0 codes,C,83,0.882,RPM,2431,00:13:18,1513362515,0.01,0.698,kPa,84,-3.518156,-58.700108,g/s,7,0.055,km/h,32,0.255,0.631,s11
C,32,m,38,C,28,kPa,100,MIL is OFF0 codes,C,83,0.788,RPM,2293,00:13:26,1513362523,0.01,0.71,kPa,63,-3.518113,-58.708177,g/s,27,-0.094,km/h,52,0.357,0.682,s11
C,33,m,40,C,28,kPa,100,MIL is OFF0 codes,C,84,0.204,RPM,1826,00:13:30,1513362527,0.01,0.71,kPa,49,-3.518092,-58.712949,g/s,6,0.023,km/h,53,0.282,0.769,s11
C,32,m,37,C,28,kPa,100,MIL is OFF0 codes,C,83,0.188,RPM,2366,00:13:22,1513362519,0.01,0.71,kPa,71,-3.518134,-58.70378,g/s,6,0.047,km/h,44,0.243,0.616,s11
C,35,m,32,C,28,kPa,100,MIL is OFF0 codes,C,82,0.565,RPM,2512,00:04:16,1513361973,0.01,0.706,kPa,40,-3.519641,-58.384693,g/s,20,-0.07,km/h,52,0.333,0.718,s11
C,32,m,42,C,28,kPa,100,MIL is OFF0 codes,C,84,0.573,RPM,1775,00:13:34,1513362531,0.01,0.71,kPa,50,-3.518069,-58.717519,g/s,14,-0.031,km/h,54,0.314,0.69,s11
C,32,m,43,C,28,kPa,100,MIL is OFF0 codes,C,84,0.58,RPM,1815,00:13:38,1513362535,0.01,0.71,kPa,50,-3.518043,-58.722582,g/s,15,-0.031,km/h,54,0.318,0.69,s11
C,33,m,44,C,28,kPa,100,MIL is OFF0 codes,C,84,0.592,RPM,1780,00:13:42,1513362539,0.01,0.71,kPa,35,-3.518019,-58.727472,g/s,15,-0.023,km/h,51,0.314,0.69,s11
